movie overview,movie keywords
"In this highly acclaimed adaptation of Sinclair Lewis's novel, Walter Huston plays Sam Dodsworth, a good-hearted, middle-aged man who runs an auto manufacturing firm. His wife Fran (Ruth Chatterton) is obsessed with the notion that she's growing old, and she eventually persuades Sam to sell his interest in the company and take her to Europe. He agrees for the sake of their marriage, but before long Fran has begun to think of herself as a cosmopolitan sophisticate and thinks of Sam as dull and unadventurous. Craving excitement, Fran begins spending her time with other men and eventually informs Sam that she's leaving him for a minor member of royalty. While in Italy, Sam runs into Edith Cortright (Mary Astor), an attractive widow whom he first met while sailing to Europe. Edith seems to understand Sam in a way his wife does not, and they fall in love. However, Sam impulsively breaks off their relationship, only to discover in her absence just how deeply he cares for her. Dodsworth was nominated for seven Academy Awards, including Best Picture, Best Actor (Walter Huston), and Best Supporting Actress (Maria Ouspenskaya), though only art director Richard Day walked away with an Oscar.","['Walter Huston', 'Sam Dodsworth', 'highly acclaimed adaptation', 'auto manufacturing firm', 'wife Fran', 'long Fran', 'Edith Cortright', 'middle-aged man', 'cosmopolitan sophisticate', 'Ruth Chatterton', 'Sinclair Lewis', 'attractive widow', 'Mary Astor', 'minor member', 'Academy Awards', 'Maria Ouspenskaya', 'art director']"
"Susan Sarandon and Nick Nolte give brilliant performances as parents trying to save the life of their son in George Miller 's harrowing and heartbreaking Lorenzo's Oil . Based on a true story, the film begins as bright young Lorenzo ( Zack O'Malley Greenburg ) is leading a pleasant life on the Comoro Islands. But things start to go wrong with him -- he collapses, he raves, and he loses his hearing -- so his concerned parents, Augusto ( Nick Nolte ) and Michaela Odone ( Susan Sarandon ), take him to a doctor. The diagnosis is a death warrant; they are told that Lorenzo has been diagnosed with adrenoleukodystrophy (ALD), an rare and incurable nerve disease that is always fatal. When Augusto and Michaela are told to be patient as they watch their son sink further into the debilitating illness, they take matters into their own hands and start their own investigation of the disease. Using rapeseed oil, they find their own treatment for ALD.","['Susan Sarandon', 'Nick Nolte', 'bright young Lorenzo', ""Zack O'Malley Greenburg"", 'incurable nerve disease', 'Michaela Odone']"
"Originally created as a six-part series for television, this film -- widely regarded as one of Ingmar Bergman 's most powerful later works -- offers a close-up examination of a relationship as it slowly falls apart, and investigates the toll it takes on both parties. Johan and Marianne ( Erland Josephson and Liv Ullmann ) are a seemingly successful professional couple who have juggled careers as (respectively) a doctor and an attorney with marriage and children; when we first encounter them, they're being interviewed by a television reporter about what makes their marriage a success, an event contrasted by a later meeting with an openly bitter and combative couple ( Bibi Andersson and Jan Malmsjö ). But things are not always what they seem on the surface, and Johan announces he has become involved with a younger woman. Johan seems to give little thought to the harm he has done to Marianne, while she is devastated by his abandonment of her. After a stay in Europe, Johan returns to Sweden and visits Marianne; eventually, the divorced couple briefly comes together, but the damage done is too severe to mend. Focusing less on narrative than on a deep-focus portrayal of the thoughts and emotions of two characters, Scenes From a Marriage originally ran nearly 300 minutes in its original television edition; Bergman later edited the film to 168 minutes for theatrical release in Europe and North America.","['successful professional couple', 'original television edition', 'Ingmar Bergman', 'Johan', 'six-part series', 'Erland Josephson', 'Liv Ullmann', 'close-up examination', 'later meeting', 'couple briefly', 'Jan Malmsj\xc3\xb6', 'younger woman', 'deep-focus portrayal', 'television reporter', 'little thought', 'theatrical release', 'North America', 'Marianne']"
"A hedonistic young New Yorker (Christopher Abbott) is torn between his caring for his terminally ill mother (Cynthia Nixon) and his self-destructive indulgence in drugs and alcohol. As his mothers' condition worsens, the stress pushes James to a breaking point in this emotional family drama from director Josh Mond.","['terminally ill mother', 'hedonistic young New', 'director Josh Mond', 'emotional family drama', 'self-destructive indulgence', 'Cynthia Nixon', 'Christopher Abbott', 'condition worsens', 'breaking point', 'Yorker']"
"Filmmaker Michael O. Sajbel explores the relationship between wealth and happiness with this spiritual-minded tale about a privileged young man who receives a most unexpected inheritance. Adapted from the best-selling book by author Jim Stovall , The Ultimate Gift opens as trust-fund baby Jason Stevens ( Drew Fuller ) prepares to receive a sizable inheritance from his late grandfather Red ( James Garner ). Though Jason is convinced that the money is about to come flowing in, he receives a sudden shock upon discovering that Red has instead decided to offer him something much more valuable than simple cash. Realizing that his spoiled grandson has lived a sheltered life in which he has always been handed the very best of everything, Red has devised a crash course in living comprised of 12 gifts that will challenge the arrogant young man in ways that he could never have imagined nor anticipated. In the weeks that follow, Jason will befriend a terminally ill child ( Abigail Breslin ) and her grief-stricken mother ( Ali Hillis ) while attempting to determine whether it is money or happiness that truly matters in life. Brian Dennehy and Lee Meriwether co-star in an uplifting drama from the director of The Ride and One Night with the King .","['privileged young man', 'baby Jason Stevens', 'Filmmaker Michael O.', 'author Jim Stovall', 'Lee Meriwether co-star', 'late grandfather Red', 'arrogant young man', 'terminally ill child', 'unexpected inheritance', 'sizable inheritance', 'spoiled grandson', 'spiritual-minded tale', 'best-selling book', 'Abigail Breslin', 'Drew Fuller', 'Ali Hillis', 'sudden shock', 'James Garner', 'Brian Dennehy', 'Ultimate Gift', 'uplifting drama', 'simple cash', 'crash course', 'grief-stricken mother', 'happiness']"
"The title refers to those seemingly frail Southern belles who survive any and all deprivations through whims of iron. Robert Harling 's original stage play was set exclusively in a Louisiana beauty parlor where an all-female cast of characters laughed, cried and compared menfolk. The film expands the playing field by including scenes at picnics, hospitals and the like, and by visually depicting the males who never appeared in the stage version. Dolly Parton plays the goodnatured beauty-shop owner, while Shirley MacLaine is the cantankerous town eccentric, decked out in grungy overalls and speaking fluent Trash. Well-to-do Sally Field bravely endures several assaults to her sensibilities, not the least of which is the illness (and subsequent death) of daughter Julia Roberts . The performances are first-rate, with the possible exception of Daryl Hannah 's overemphatic portrayal of a gawky hairdresser. The film stumbles a bit in its depiction of the male characters as fools and deadheads, and in the final overlong hospital scenes involving the comatose Roberts , which play like a road company version of Terms of Endearment . Otherwise, Steel Magnolias is a prime example of ensemble filmmaking, lovingly coordinated by director Herbert Ross . (Sidebar: Herbert Ross was reportedly rather rough on Julia Roberts , deriding her lack of experience. The rest of the female cast rallied around Roberts and told the director to lay off or pay the price).","['daughter Julia Roberts', 'Well-to-do Sally Field', 'Louisiana beauty parlor', 'original stage play', 'goodnatured beauty-shop owner', 'director Herbert Ross', 'overlong hospital scenes', 'road company version', 'comatose Roberts', 'grungy overalls', 'Southern belles', 'Robert Harling', 'Dolly Parton', 'cantankerous town', 'Shirley MacLaine', 'gawky hairdresser', 'all-female cast', 'Daryl Hannah', 'playing field', 'Steel Magnolias', 'overemphatic portrayal', 'subsequent death', 'stage version', 'possible exception', 'ensemble filmmaking', 'male characters', 'female cast', 'prime example']"
"The unusual response of two brothers to devastating news sets the stage for this documentary. Stephen Heywood was 29 years old and had a solid job building houses, as well as a steady girlfriend, when he received word from his doctor that he'd been diagnosed with Amyotropic Lateral Sclerosis, a fast-spreading motor neuron condition also known as ""Lou Gehrig's Disease."" ALS robs its victims of the ability to control their muscles, and no cure has been discovered at this time. Stephen's brother Jamie responded to this news by quitting his job and starting a scientific research team to ferret out new treatments for the disease (given the small number of people who deal with ALS, few drug companies have stepped forward with medicines to ease its symptoms, believing that they could not turn a profit on the drugs). As Jamie wages a personal war against the medical establishment knowing his brother is getting worse every day, Stephen asks his girlfriend to marry him and they decide to have a baby, determined to squeeze a lifetime into the few years he has left with the unflagging support of his friends and family. So Much So Fast was screened in competition at the 2006 Sundance Film Festival.","['Amyotropic Lateral Sclerosis', 'fast-spreading motor neuron', 'solid job building', 'scientific research team', 'Sundance Film Festival', 'steady girlfriend', 'ALS robs', 'Lou Gehrig', 'brother Jamie', 'Stephen Heywood', 'Jamie wages', 'unusual response', 'new treatments', 'small number', 'medical establishment', 'drug companies', 'personal war', 'unflagging support']"
"Filmmaker Atom Egoyan -- a longtime onscreen collaborator with the gifted young actress Sarah Polley ( The Sweet Hereafter ) -- executive-produced Polley 's directorial debut, Away from Her , starring Julie Christie , Olympia Dukakis , Michael Murphy , and Wendy Crewson . Adapted by Polley from a short story by Alice Munro , this small-scaled two-character drama concerns Grant ( Gordon Pinsent ) and Fiona ( Christie ), a long-married couple, well into their golden years, who are much in love and connected to one another on every level. ""Soul mates"" in the purest sense of the term, the two feel a sense of ease and tranquility in their rural home. But when Fiona's memory begins to slip away and she insists on being taken to a rest home, the decision stirs up torrents of guilt and regret in Grant's heart. The rules of the center only complicate matters, as they forbid visitation and communication with Fiona for an interminable period of time. He determines to support his wife at all costs, even if must happen at the expense of his own peace of mind.","['actress Sarah Polley', 'longtime onscreen collaborator', 'Filmmaker Atom Egoyan', 'two-character drama concerns', 'executive-produced Polley', 'Julie Christie', 'Olympia Dukakis', 'Wendy Crewson', 'directorial debut', 'purest sense', 'long-married couple', 'Alice Munro', 'Michael Murphy']"
"The stories of two desperate characters turn out to share an important link in this drama from French filmmaker Arnaud Desplechin . Nora ( Emmanuelle Devos ) is a woman in her mid-thirties who wants people to believe that her life is going just the way she wants. But a look below the surface shows this isn't quite the case; she's been divorced twice, her latest relationship is on the rocks, her ten-year-old son, Elias ( Valentin Lelong ), is becoming increasingly withdrawn, and her father ( Maurice Garrel ) is in poor health. When Nora learns that her father's digestive problems are actually cancer and he may only have a few days left to live, she desperately wants to turn to Ismael ( Mathieu Amalric ), her second husband. But Ismael is having a crisis of his own after a pattern of increasingly strange behavior has led him to an involuntary stay in a mental hospital.","['French filmmaker Arnaud', 'increasingly strange behavior', 'Valentin Lelong', 'Maurice Garrel', 'desperate characters', 'Emmanuelle Devos', 'ten-year-old son', 'involuntary stay', 'important link']"
"Akira Kurosawa 's Ikiru details the existential struggle of one ordinary man in his desperate search for purpose. Upon learning he has terminal stomach cancer, a low-level government bureaucrat ( Takashi Shimura ) leaves his job of thirty years without a word to find meaning in the year he has left to live. He is completely alone in the world -- his wife is dead, his son is practically estranged, and his co-workers (the people with whom he has more contact than any others) are little more than strangers. Rather than face a death alone in pathos, Shimura opts to make up for lost time by going to the bar (for the first time in his life), spending every last yen in his wallet and drinking himself to death. There he meets a black-clad artist (a Mephistopheles to his Faust) who leads him on a hellish (and darkly humorous) tour of the city after dark as the two crawl through every booze-soaked juke-joint in town ( Kurosawa 's classical training as a painter surfaces in this sequence; many critics have noted the striking similarity of the crowded dance hall scenes to the paintings of Hieronymous Bosch, (particularly Walpurgis Night ). Realizing he has missed nothing, Shimura then sets his sight on a pretty young girl from the office to divert his attention from his looming mortality. Although the girl fails to serve as a lifebuoy, she does give him the inspiration to do something meaningful -- to leave a legacy, however small, that makes the world a better place. A synopsis of Ikiru cannot serve the film justice; it simply must be seen.","['low-level government bureaucrat', 'terminal stomach cancer', 'pretty young girl', 'Takashi Shimura', 'Shimura opts', 'Akira Kurosawa', 'existential struggle', 'desperate search', 'ordinary man', 'Hieronymous Bosch', 'Walpurgis Night', 'striking similarity', 'black-clad artist', 'classical training', 'dance hall', 'film justice', 'better place']"
"In this religious drama based on a true story, a mother ( Jennifer Garner ) is devastated to learn that her ten-year-old daughter Anna ( Kylie Rogers ) has an incurable digestive disorder that causes her chronic pain. But when Anna is mysteriously cured of the ailment following a serious accident in which she falls three stories, her mom begins to believe that her recovery is a miracle. Martin Henderson and Queen Latifah co-star. Directed by Patricia Riggen .","['ten-year-old daughter Anna', 'incurable digestive disorder', 'Queen Latifah co-star', 'Patricia Riggen', 'Kylie Rogers', 'Jennifer Garner', 'chronic pain', 'religious drama', 'true story', 'Martin Henderson']"
"Australian director Paul Cox, skilled at intense psychological stories about lone souls looking for comfort in a cold world, was at his best with this original script co-written by the director and Barry Dickins. Martha is a 78-year-old woman living out her final days. Not a maudlin tale of a lonely woman wasting away, A Woman's Tale focuses on a human who manages to maintain an amazing vitality in the face of death. She encourages her young nurse, Anna (Gosia Doborowolska), to use her flat for romantic trysts; she looks in on Billy (Norman Kayes), an elderly neighbor, and she resists attempts by her son Johanathan (Chris Haywood) to place her in a nursing home. Sheila Florance's performance as Martha is a marvel, especially given the art-imitates-life aspect of production: Florance was terminally ill, and she died soon after she was nominated for the Best Actress Award for Australia's Academy Awards.","['intense psychological stories', 'director Paul Cox', 'Best Actress Award', 'Barry Dickins', 'maudlin tale', '78-year-old woman', 'lone souls', 'Gosia Doborowolska', 'Norman Kayes', 'amazing vitality', 'cold world', 'original script', 'elderly neighbor', 'lonely woman', 'Chris Haywood', 'Sheila Florance', 'art-imitates-life aspect', 'young nurse', 'romantic trysts', 'son Johanathan', 'Academy Awards', 'nursing home']"
"An aviation-obsessed engineer named Jirô Horikoshi ( Hideaki Anno ) has loved the aesthetics, spirit, and science of flight for as long as he can remember.  For years he's been designing and building his dream plane, the Mitsubishi A6M Zero, and it's finally completed. But Jiro's dreams come crashing down when he learns, to his horror, that his creation will be used for combat in World War II.","['Mitsubishi A6M Zero', 'Hideaki Anno', 'Jir\xc3\xb4 Horikoshi', 'aviation-obsessed engineer', 'dream plane', 'World War']"
"Based on the bestselling novel by author John Green , the romantic drama The Fault in Our Stars tells the story of Hazel Grace Lancaster ( Shailene Woodley ) and Augustus Waters ( Ansel Elgort ), who fall hopelessly in love after meeting in a cancer support group, and experience a whirlwind romance that teaches them both what it means to feel truly alive. Laura Dern and Willem Dafoe co-star.","['Willem Dafoe co-star', 'Hazel Grace Lancaster', 'author John Green', 'cancer support group', 'Ansel Elgort', 'Augustus Waters', 'Shailene Woodley', 'Laura Dern', 'whirlwind romance', 'romantic drama']"
"Mike Nichols directs Emma Thompson in this made-for-cable adaptation of the Pulitzer Prize-winning drama by Margaret Edson. Thompson plays Vivian Bearing, a college professor who teaches a course on English poetry. Vivian learns that she has advanced ovarian cancer and only a short time to live, which gives her a sudden and dramatic insight into the importance of kindness and compassion. Wit also features Christopher Lloyd, Eileen Atkins, Audra McDonald , and Jonathan Woodward as Dr. Jason Posner, a former student of Vivian's who helps treat her.","['Pulitzer Prize-winning drama', 'Dr. Jason Posner', 'Vivian learns', 'Vivian Bearing', 'Emma Thompson', 'Margaret Edson', 'Audra McDonald', 'Mike Nichols', 'Eileen Atkins', 'made-for-cable adaptation', 'Jonathan Woodward']"
"About ten minutes into The Shootist , Doctor Hostetler ( James Stewart ) tells aging Western gunfighter John Bernard Books ( John Wayne ), ""You have a cancer."" Knowing that his death will be painful and lingering, Books is determined to be shot in the line of ""duty."" In his remaining two months, Books settles scores with old enemies, including gambler Pulford ( Hugh O'Brian ) and Marshall Thibido ( Harry Morgan ) and reaches out to new friends, including a feisty widow ( Lauren Bacall ) and her hero-worshipping son ( Ron Howard ). Throughout the film, Books' imminent demise is compared with the decline of the West, as represented by the automobiles and streetcars that have begun to blight the main street of Books' hometown.","['gunfighter John Bernard', 'gambler Pulford', 'Doctor Hostetler', 'feisty widow', 'imminent demise', 'Lauren Bacall', ""Hugh O'Brian"", 'James Stewart', 'John Wayne', 'old enemies', 'Harry Morgan']"
"A young boy befriends a tree monster (voice of Liam Neeson ) while dealing with his mother's terminal illness. Lewis MacDougall , Felicity Jones , and Sigourney Weaver co-star.","['Sigourney Weaver co-star', 'Liam Neeson', 'Lewis MacDougall', 'tree monster', 'Felicity Jones', 'young boy']"
"After befriending a kind-hearted prostitute, a 12-year-old boy attempts to set her up with his widowed father in this family comedy. Young Frank Wheeler ( Michael Patrick Carter ) first meets working girl V ( Melanie Griffith ) when he and two friends pool their money to buy a glimpse of a naked woman. V does the job and agrees to drive Frank home; along the way, he becomes convinced that this nice call girl would be the perfect new wife for his dad ( Ed Harris ). V happens to be on the run from a group of evil gangsters, so when he invites her to stay at their house in the suburbs, she readily agrees. Masquerading as a math tutor, she strikes a chord with Mr. Wheeler, but this budding romance is soon threatened by the return of V's past. Despite the potentially off-color premise, Milk Money aims to be innocuous family fare, with juvenile jokes mixing with unthreatening romance.","['12-year-old boy attempts', 'Young Frank Wheeler', 'potentially off-color premise', 'innocuous family fare', 'perfect new wife', 'kind-hearted prostitute', 'widowed father', 'Melanie Griffith', 'Mr. Wheeler', 'evil gangsters', 'family comedy', 'naked woman', 'Patrick Carter', 'Ed Harris', 'nice call girl', 'Frank home', 'math tutor', 'juvenile jokes']"
"In this surreal drama from visionary Thai director Apichatpong Weerasethakul , a rural school is converted into a makeshift clinic for a group of soldiers that have fallen into a mysterious coma. A kindhearted volunteer nurse ( Jenjira Pongpas ) develops feelings for one of the soldiers, and enlists the help of a psychic ( Jarinpattra Rueangram ) in order to communicate with him. Cemetery of Splendor made its world premiere at the 2015 Cannes Film Festival.","['visionary Thai director', 'Cannes Film Festival', 'kindhearted volunteer nurse', 'mysterious coma', 'makeshift clinic', 'surreal drama']"
"Robin Swicord 's adaptation of the novel The Jane Austen Book Club concerns a group of women and a man who meet regularly to discuss the works of the popular author, but soon discover their lives are playing out much like one of the author's fictional worlds. Among the members of the club are Sylvia ( Amy Brenneman ), a recent divorcée; Bernadette ( Kathy Baker ), who has decided to accept her advancing age; and Prudie ( Emily Blunt ), who feels guilty about her persistent fantasies of cheating on her loving husband.","['Jane Austen Book', 'Amy Brenneman', 'persistent fantasies', 'Emily Blunt', 'fictional worlds', 'Robin Swicord', 'Kathy Baker', 'loving husband', 'popular author', 'recent divorc\xc3\xa9e']"
"One woman decides to change the world by changing the lives of the people she knows in this charming and romantic comic fantasy from director Jean-Pierre Jeunet. Amelie (Audrey Tautou) is a young woman who had a decidedly unusual childhood; misdiagnosed with an unusual heart condition, Amelie didn't attend school with other children, but spent most of her time in her room, where she developed a keen imagination and an active fantasy life. Her mother Amandine (Lorella Cravotta) died in a freak accident when Amelie was eight, and her father Raphael (Rufus) had limited contact with her, since his presence seemed to throw her heart into high gear. Despite all this, Amelie has grown into a healthy and beautiful young woman who works in a cafe and has a whimsical, romantic nature. When Princess Diana dies in a car wreck in the summer of 1997, Amelie is reminded that life can be fleeting and she decides it's time for her to intervene in the lives of those around her, hoping to bring a bit of happiness to her neighbors and the regulars at the cafe. Amelie starts by bringing together two lonely people -- Georgette (Isabelle Nanty), a tobacconist with a severe case of hypochondria, and Joseph (Dominique Pinon), an especially ill-tempered customer. When Amelie finds a box of old toys in her apartment, she returns them to their former owner, Mr. Bretodeau (Maurice Benichou), sending him on a reverie of childhood. Amelie befriends Dufayel (Serge Merlin), an elderly artist living nearby whose bones are so brittle, thanks to a rare disease, that everything in his flat must be padded for his protection. And Amelie decides someone has to step into the life of Nino ( Mathieu Kassovitz ), a lonely adult video store clerk and part-time carnival spook-show ghost who collects pictures left behind at photo booths around Paris. Le Fabuleux Destin D'Amelie Poulain received unusually enthusiastic advance reviews prior to its French premiere in the spring of 2001, and was well received at a special free screening at that year's Cannes Film Festival.","['Amelie', 'director Jean-Pierre Jeunet', 'romantic comic fantasy', 'decidedly unusual childhood', 'unusual heart condition', 'active fantasy life', 'young woman', 'especially ill-tempered customer', ""Destin D'Amelie Poulain"", 'beautiful young woman', 'lonely adult video', 'unusually enthusiastic advance', 'Cannes Film Festival', 'part-time carnival spook-show', 'special free screening', 'Audrey Tautou', 'Isabelle Nanty', 'Dominique Pinon', 'lonely people', 'keen imagination', 'Maurice Benichou', 'romantic nature', 'Lorella Cravotta', 'high gear', 'freak accident', 'father Raphael', 'car wreck', 'mother Amandine', 'Serge Merlin', 'Princess Diana']"
"Jane Austen might never have imagined that her 1816 novel Emma could be turned into a fresh and satirical look at ultra-rich teenagers in a Beverly Hills high school. Cher ( Alicia Silverstone ) and Dionne ( Stacey Dash ), both named after ""great singers of the past that now do infomercials,"" are pampered upper-class girls who care less about getting good grades than wearing the right clothes and being as popular as possible. But Cher, who lives with her tough yet warm-hearted lawyer dad ( Dan Hedaya ) and hunky, sensitive stepbrother ( Paul Rudd ), also has an innate urge to help those less fortunate -- like the two introverted teachers she brings together (""negotiating"" herself improved grades in the process) and new friend Tai ( Brittany Murphy ), who starts out a geek and ends up a Cher prodigy. Cher also possesses her own sensitive side, and she is looking for the perfect boyfriend, whom she ends up finding where she least expected.","['Hills high school', 'warm-hearted lawyer dad', 'Cher prodigy', 'new friend Tai', 'Jane Austen', 'Alicia Silverstone', 'innate urge', 'Stacey Dash', 'novel Emma', 'satirical look', 'ultra-rich teenagers', 'perfect boyfriend', 'good grades', 'introverted teachers', 'Paul Rudd', 'right clothes', 'great singers', 'Brittany Murphy']"
"The husband-and-wife team of Nancy Meyers and Charles Shyer , who scored with their 1991 remake of the 1950 Father of the Bride , returned for this updating of the 1961 comedy about twins who hope to bring their divorced parents back together. Sheyer and Meyers stayed close to the original screenplay by David Swift , based on Erich Kastner's book Das Doppelte Lottchen. At a summer camp in Maine, 11-year-old Hallie Parker ( Lindsay Lohan ) meets Annie James (also Lindsay Lohan ). Despite a curious resemblance, Hallie develops an immediate dislike for Annie, and the feeling is mutual. However, the two eventually discover they are twin sisters separated not long after they were born. Their parents, Elizabeth ( Natasha Richardson ) and Nick ( Dennis Quaid ), had met on the Queen Elizabeth 2 and married on that same voyage. After a divorce, Nick brought up Hallie at his Napa Valley vineyard, while Annie lived with wedding-gown designer Elizabeth in London. Neither twin was aware she had a sister, until their summer-camp meeting. To learn more about their parents, they switch places and maintain the deception until Nick states he will remarry. The twins then try to engineer a renewed romance between Nick and Elizabeth, but Nick's annoying but attractive fiancee Meredith ( Elaine Hendrix ) presents a major problem in reaching their happy-ending goal. Hayley Mills portrayed the twins in the 1961 original and subsequent TV-movie sequels: In The Parent Trap II (1986), the twins are adults with their own romantic problems. In The Parent Trap III (1989), the twins compete for a widower ( Barry Bostwick ), the father of triplets, and that same year, the twins also returned in Parent Trap Hawaiian Honeymoon (1989).","['11-year-old Hallie Parker', 'Parent Trap', 'Lindsay Lohan', 'book Das Doppelte', 'Parent Trap Hawaiian', 'wedding-gown designer Elizabeth', 'attractive fiancee Meredith', 'subsequent TV-movie sequels', 'Napa Valley vineyard', 'twins', 'Nick states', 'Nancy Meyers', 'Annie James', 'husband-and-wife team', 'Queen Elizabeth', 'curious resemblance', 'Erich Kastner', 'Charles Shyer', 'David Swift', 'original screenplay', 'immediate dislike', 'Dennis Quaid', 'eventually discover', 'Natasha Richardson', 'summer camp', 'twin sisters', 'Hayley Mills', 'Elaine Hendrix', 'summer-camp meeting']"
"A teenager learns some important lessons about love and life one summer in this romantic drama from director Avi Nesher . It's 1968, and culturally Israel is finally letting go of the style and mores of the 1950s as the upheaval of the '60s is beginning to make itself felt. Arik ( Tuval Shafir ) is a 16-year-old boy with a taste for detective novels who is looking for a summer job. Arik's father introduces him to someone who can put him to work -- Yankele Bride ( Adir Miller ) is a matchmaker who finds mates for lonely souls, and he gives Arik a job digging up information on potential mates for his clients. Yankele's philosophy is to give people ""what they need, not what they want,"" and he searches for mates for a variety of clients, ranging from a beautiful midget (Bat-el Papura) to a bitter librarian ( Dror Kenen ). Arik also finds himself falling in love when he meets Tamara (Neta Porat), a girl with a wild streak who is spending the simmer in Haifa. But Arik isn't sure why the matchmaker who is so clearly infatuated with the pretty Clara ( Maya Dagan ) is still single, and the boy also tries to make sense of some gossip about how Yankele survived the holocaust. The Matchmaker received its North American premiere at the 2010 Toronto International Film Festival.","['director Avi Nesher', 'North American premiere', 'Toronto International Film', 'potential mates', 'Tuval Shafir', '16-year-old boy', 'important lessons', 'romantic drama', 'lonely souls', 'Dror Kenen', 'bitter librarian', 'detective novels', 'Neta Porat', 'Yankele Bride', 'wild streak', 'Adir Miller', 'beautiful midget', 'summer job', 'Bat-el Papura', 'pretty Clara', 'Maya Dagan', 'matchmaker', 'Arik']"
"The precocious six-year-old Manhattanite of Kay Thompson 's beloved Eloise books gets into the holiday spirit while playing cupid in this made-for-TV comedy. Eloise ( Sofia Vassilieva ) resides at the Plaza Hotel with her parents, and like much of the hotel staff, she's excited about the upcoming marriage of Rachel Peabody (Sarah Topham), the daughter of the hotel's owner, to handsome Brooks Oliver ( Rick Roberts ). However, Eloise learns that Brooks' motivations for marrying Rachel are not sincere, and so the youngster tries to sway Rachel away from her fiancé and toward Bill ( Gavin Creel ), a good-hearted waiter in the hotel's restaurant. Eloise at Christmastime also features Julie Andrews , Jeffrey Tambor , and Christine Baranski .","['precocious six-year-old Manhattanite', 'Eloise books', 'Rachel Peabody', 'Sofia Vassilieva', 'made-for-TV comedy', 'Sarah Topham', 'Kay Thompson', 'Christine Baranski', 'Brooks Oliver', 'youngster tries', 'Gavin Creel', 'holiday spirit', 'Plaza Hotel', 'good-hearted waiter', 'Rick Roberts', 'Julie Andrews', 'upcoming marriage', 'hotel staff', 'Jeffrey Tambor']"
"As a clairvoyant, Demi Moore awaits signs from beyond that her true love, whomever he may be, is waiting for her, somewhere. When New York butcher George Dzundza shows up on the tiny North Carolina island where Demi lives, she is convinced that he is the man predestined to be her husband. After the wedding, Demi moves into George 's blue-collar neighborhood, where she successfully commisserates with such eccentrics as withdrawn teenager Max Perlich , frustrated singer Mary Steenburgen , unlucky-in-love actress Margaret Colin , over-analytical psychiatrist Jeff Daniels , and lesbian Frances McDormand . As Demi helpfully tries to chart the destinies of her new friends, she fails to notice that Dzundza is falling in love with Steenburgen . Though there are many traumatic detours along the way, Demi 's psychic talents have very positive effects on at least one of the characters.","['Demi Moore', 'butcher George Dzundza', 'singer Mary Steenburgen', 'teenager Max Perlich', 'lesbian Frances McDormand', 'psychiatrist Jeff Daniels', 'tiny North Carolina', 'actress Margaret Colin']"
"Legendary scientist Albert Einstein (played here by Walter Matthau ) takes a break from theoretical physics to try to set up his intellectual niece with a handsome auto mechanic in this romantic comedy. The movie's central conceit is that Einstein's brilliance extends to matters of the heart, allowing him to immediately sense that Ed Walters ( Tim Robbins ), a bright, lower-class mechanic obsessed with Popular Science Magazine, would be perfect for his niece Catherine ( Meg Ryan ). Unfortunately, Catherine is already engaged to a stiff Princeton man. In order to defeat Catherine's resistance, Uncle Albert decides to help Ed pretend to be a revolutionary scientist, a charade that inevitably leads to much farcical confusion. Einstein's scientist pals are portrayed as a Greek chorus of Catskills-style kibitzers, featuring such notable perfomers as Lou Jacobi as Kurt Godel and director Gene Saks as Boris Podolsky.","['scientist Albert Einstein', 'handsome auto mechanic', 'stiff Princeton man', 'director Gene Saks', 'Popular Science Magazine']"
"In this made-for-TV adaptation of Jane Austen's classic novel, Emma Woodhouse ( Kate Beckinsale ) is a clever young woman from a wealthy family who fancies herself a matchmaker and tries to find a husband for her shy friend Harriet ( Samantha Morton ). However, Emma's skills in bringing romances together are not all she imagines them to be, which causes no small annoyance for Harriet. What's more, Emma's interest in the affairs of others nearly causes her to miss out on the love of her life. This adaptation of Emma was first shown in the U.S. on the A&E cable network; it followed both Douglas McGrath 's acclaimed film version starring Gwyneth Paltrow , and Amy Heckerling 's considerably updated variation on the story, Clueless .","['shy friend Harriet', 'clever young woman', 'Emma Woodhouse', 'acclaimed film version', 'A&E cable network', 'made-for-TV adaptation', 'Kate Beckinsale', 'Samantha Morton', 'Jane Austen', 'wealthy family', 'Gwyneth Paltrow', 'Amy Heckerling', 'small annoyance']"
