movie overview,movie keywords
"In the distant future, intelligent robots known as Cylons were created to serve as slaves to the people of the Twelve Colonies on the planet Caprica and to fight humanity's wars. Later, the Cylons would become sentient, rebelling against their mortal masters. As a result of the Cylon rebellion, man and machine engaged in a bloody war that would eventually end in stalemate, after which a treaty was signed. The Cylons subsequently withdrew into a remote region of deep space, and for the next 40 years, a tense, silent treaty existed between the Cylons and the Twelve Colonies. Over the course of the next four decades, humanity would deploy an envoy to the neutral Armistice Station to meet with a Cylon envoy on each anniversary of the treaty's signing. Though no Cylon envoy would show for the first 39 years, something terrible happened on the 40th anniversary: immediately after a beautiful Cylon in human form appeared on the Armistice Station, the neutral zone was vaporized and a devastating nuclear attack was launched on Caprica and the Twelve Colonies. As a result of the attack, the entire human race was nearly destroyed, and only those who were lucky enough to be aboard starships at the time were spared. Led by the Colonial warship the battlestar Galactica and its commanding officer William Adama ( Edward James Olmos ), those survivors fled into deep space. But the Galactica was set to be commissioned at the time of the attack, and is hardly an ideal vessel to harbor humanity's last hope. With only 50,000 humans left, the only hope for humankind is to locate the mythical ""13th Colony"" known as Earth before they fall prey to the Cylons.","['Cylon envoy', 'Cylons', 'Armistice Station', 'neutral Armistice Station', 'devastating nuclear attack', 'deep space', 'officer William Adama', 'Edward James Olmos', 'Cylon rebellion', 'entire human race', 'beautiful Cylon']"
"Turtles Can Fly , written and directed by Bahman Ghobadi ( Marooned in Iraq , A Time for Drunken Horses ) takes place in the days leading up to America's second war against Iraq, in a small village and refugee camp on the border of Iraq and Turkey. Soran Ebrahim stars as Satellite, a boy nicknamed for his obsession with technology. Satellite is also obsessed with the United States, and sprinkles bits of English throughout his speech. His strong personality and his resourcefulness have made him a leader among the younger children in the village. He even convinces the village elders to trade in their radios and purchase a satellite dish so they can watch news broadcasts on the upcoming war. Tension mounts as the village waits to hear when the U.S. will invade. For his part, Satellite finds himself smitten with an orphan girl, Agrin ( Avaz Latif ), who wanders into the refugee camp with her armless older brother, Henkov ( Hirsh Feyssal ), and a little boy who is nearly blind. Henkov earns a meager living clearing minefields, like Satellite, so Satellite sees him, at first, as a rival. But his earnest desire to help Agrin eventually extends to her family. Satellite and his friends find moments of joy amid the chaos and destruction, but Agrin seems haunted by past events too painful to reconcile, and her brother Henkov derives no pleasure from his seeming ability to predict the future. Turtles Can Fly was shown by the Film Society of Lincoln Center in 2005 as a part of the Film Comment Selects series.","['refugee camp', 'armless older brother', 'meager living clearing', 'Comment Selects series', 'Bahman Ghobadi', 'Soran Ebrahim', 'Avaz Latif', 'Drunken Horses', 'satellite', 'small village', 'satellite dish', 'Hirsh Feyssal', 'village elders', 'village waits', 'younger children', 'United States', 'earnest desire', 'orphan girl', 'Tension mounts', 'brother Henkov', 'news broadcasts', 'strong personality', 'upcoming war', 'past events', 'little boy', 'Lincoln Center', 'Film Society', 'Iraq', 'Turtles', 'Agrin']"
"In this documentary, filmmaker Thavisouk Phrasavath details the painful story of how he and his family faced hardship and poverty as Laotian refugees during the Vietnam War. Combining interviews and archival footage, Phrasavath explores not only the experience of betrayal that his family endured when they were forced to flee their homeland, but the larger scheme of geopolitics that put the events into play.","['filmmaker Thavisouk Phrasavath', 'Laotian refugees', 'painful story', 'archival footage', 'larger scheme', 'Vietnam War']"
"One of the earliest feature films to reflect the video-game craze of the 1980s, Disney's Tron stars Jeff Bridges as computer programmer Kevin Flynn, who becomes part of the very game that he's programming. Flynn's principal antagonist is his glory-grabbing boss, Ed Dillinger ( David Warner ), who likewise metamorphoses into a video-game character. The title character, a computer-generated superhero, is played by Bruce Boxleitner . Though antiquated by 1990s standards, Tron represented the last word in special effects back in 1982. Surprisingly, despite its long-range influence on the movie industry, the film was a box-office disappointment when first released.","['programmer Kevin Flynn', 'earliest feature films', 'video-game craze', 'video-game character', 'box-office disappointment', 'principal antagonist', 'Ed Dillinger', 'computer-generated superhero', 'Bruce Boxleitner', 'Jeff Bridges', 'long-range influence', 'glory-grabbing boss', 'David Warner', 'movie industry', 'title character', 'special effects', 'Tron']"
"A computer virus endows Solo ( Diego Abatantuono ), the hero of a virtual reality game, with human consciousness, thereby creating all kinds of headaches for his creator Jimi ( Christopher Lambert ). The trouble begins in the futuristic metropolis of Northern Agglomerate three days before Christmas. With little time left, video-game designer Jimi has no choice but to give his newest game, ""Nirvana,"" to his powerful bosses. Unfortunately, the virus strikes just before the deadline. At first Solo doesn't know he is a graphic image, but when he finds out, he fervently pleads with Jimi to destroy every existent copy of the game so that he will not have to live the same sequence of events over and over for eternity. Jimi, vulnerable after the mysterious and sudden disappearance of his lover Lisa ( Emmanuelle Seigner ), agrees to honor Solo's wishes, but is unable to simply erase the program because his every move, on and off the job, is monitored by a giant, Orwellian computer. He therefore takes off for the Arab quarter and enlists the aid of two hackers, Joystick ( Sergio Rubini ), an expert at sabotaging databases, and Naima ( Stefania Rocca ), a woman with the skills to destroy the prototype of the computer game. With the company's henchmen hot on their heels, the threesome set off on a colorful journey through real and virtual worlds to destroy Solo before it is too late.","['video-game designer Jimi', 'virtual reality game', 'creator Jimi', 'Emmanuelle Seigner', 'Northern Agglomerate', 'Stefania Rocca', 'Christopher Lambert', 'futuristic metropolis', 'human consciousness', 'Diego Abatantuono', 'existent copy', 'Sergio Rubini', 'sudden disappearance', 'powerful bosses', 'threesome set', 'newest game']"
"Olga Nenya is a woman living in the Ukraine who has taken on a task most would never think of trying -- she's a foster mother who looks after 23 children, many of them the mixed-race offspring of African exchange students and local girls. In a community where people of color are still regarded with suspicion and a growing white-supremacist movement has taken root, Nenya's willingness to look after so many children, particularly given their race, is to be admired. However, while Nenya is a woman of great compassion, she's also one who believes in the collectivist philosophies of the old Soviet Union, and as her foster children grow up and embrace their own opinions, she often finds herself angry and at odds with the kids who still think of her as their mother. Filmmaker Julia Ivanova offers an insightful look into the life of Olga Nenya and her many children in the documentary Family Portrait in Black and White , which was an official selection at the 2011 Sundance Film Festival.","['African exchange students', 'Filmmaker Julia Ivanova', 'Olga Nenya', 'old Soviet Union', 'Sundance Film Festival', 'documentary Family Portrait', 'mixed-race offspring', 'foster mother', 'local girls', 'great compassion', 'collectivist philosophies', 'insightful look', 'white-supremacist movement', 'official selection', 'foster children']"
"The line between dreams and reality become increasingly blurred after a womanizing playboy is nearly killed by a jilted lover in Spanish director Alejandro Amenabar's masterful sophomore effort Abre Los Ojos (Open Your Eyes). It would seem as if Cesar (Eduardo Noriega) has it all. Handsome, charming, and with money to burn, he can get any girl he wants, and usually does so on a nightly basis. Following a birthday party in which he chats up Sofia (Penelope Cruz), the date of his best friend Pelayo (Fele Martinez), Cesar is plunged headfirst into a nightmare world when jealous former lover Nuria ( Najwa Nimri ) swallows a handful of pills and sends her car careening into a cement wall with the terrified playboy as her hapless passenger. With his formerly strikingly handsome face now twisted into a hideous mass of scarred flesh, Cesar's ugly emotions are now externalized for all to see. Pining for a plastic-surgery miracle to return him to his former glory so that he can seek out Sofia and take a chance at real love, he is pleasantly surprised when the doctors make a breakthrough and Sofia accepts him back into her life. Although all seems perfect for the moment, the formerly soulless player finds that this is only the beginning of his increasingly disturbing journey. Why is Sofia changing appearance and turning into Nuria periodically? And why won't the police and his psychiatrist believe Cesar's desperate attempts to rationalize a world that is growing increasingly surreal? Could it have something to do with a doctor Cesar has seen on television who keeps appearing and attempting to help him out of his nightmare? Peeling away at the layers of his subconscious, Cesar begins to realize that reality is no more than a state of mind, and that in order to get his life back he may be forced to take unthinkable measures.","['Abre Los Ojos', 'Cesar', 'director Alejandro Amenabar', 'masterful sophomore effort', 'increasingly disturbing journey', 'best friend Pelayo', 'strikingly handsome face', 'doctor Cesar', 'lover Nuria', 'Eduardo Noriega', 'nightmare world', 'Sofia', 'hapless passenger', 'hideous mass', 'Penelope Cruz', 'soulless player', 'unthinkable measures', 'nightly basis', 'Fele Martinez', 'cement wall', 'birthday party', 'Najwa Nimri', 'plastic-surgery miracle', 'real love', 'playboy']"
"Awakening in a top-secret Umbrella facility as the T-virus threatens to wipe out the last remnants of humanity, Alice ( Milla Jovovich ) must battle her way through virtual simulations in order to break out of the complex and save the Earth in this fifth Resident Evil film. While the apocalyptic plague rages above ground, below the surface lies a massive base powered the evil supercomputer, the Red Queen, who will stop at nothing to contain humanity's only biologically-enhanced hope that is Alice. While factions in the Umbrella Corporation strive to help Alice escape, the Red Queen unleashes zombies, monsters, and clones of her ex-comrades to stop her. Only when Alice stumbles across a young girl who's been bred to think that she is her mother does the two-fisted heroine find a new reason to live. Sienna Guillory , Michelle Rodriguez , and Kevin Durand co-star.","['top-secret Umbrella facility', 'apocalyptic plague rages', 'Resident Evil film', 'Umbrella Corporation strive', 'Kevin Durand co-star', 'Red Queen', 'Milla Jovovich', 'Alice', 'evil supercomputer', 'two-fisted heroine', 'Sienna Guillory', 'virtual simulations']"
"Carmilla (Blanca Lewin) ventures into a role-playing game with her lover M (Juan Pablo Ogalde) involving vampires and gothic rituals. When they meet Dahmer (Carlos Borquez), who lures them to his creepy lair, they learn the game is real, and so are the vampires.","['Juan Pablo Ogalde', 'creepy lair', 'gothic rituals']"
"Tim Allen and Chiwetel Ejiofor co-star in writer/director David Mamet 's martial arts drama Redbelt . Ejiofor plays Mike Terry, a jujitsu master who co-runs a very modest martial arts studio in Los Angeles with his bossy wife, Sondra ( Alice Braga ). Mike demonstrates an unwavering commitment to his craft and draws a cadre of defiantly loyal pupils including Joe ( Max Martini ), an LAPD cop. All told, it appears that he has chosen a peaceful and conflict-free path in life. The dedicated martial artist's fate takes an unanticipated turn, however, one evening when a young woman named Laura ( Emily Mortimer ) bursts into the academy in a state of near hysteria, and reaches for a policeman's gun when he tries to restrain her. One thing leads to another, and before long, Laura is regularly receiving martial arts lessons from Mike. As master begins to teach pupil and his martial arts philosophies emerge, his path also crisscrosses with that of a Hollywood movie star, Chet Frank ( Tim Allen ), when he saves the fellow from a beating at a local club and gets invited (along with Sondra) to Chet's house for dinner. Chet extends gestures of friendship, and Mike's guard breaks down; he speaks openly and candidly of a special martial arts method he employs that requires one of the participants to ""assume a handicap."" In time, the association with Chet leads to involvement in the motion-picture industry, and relations with a bevy of characters who aren't exactly what they seem -- including a pay-per-view fight mogul ( Ricky Jay ) and Chet's slimy and manipulative manager ( Joe Mantegna ).","['martial arts', 'writer/director David Mamet', 'arts drama Redbelt', 'Chiwetel Ejiofor co-star', 'modest martial arts', 'Tim Allen', 'defiantly loyal pupils', 'martial arts lessons', 'martial arts philosophies', 'special martial arts', 'pay-per-view fight mogul', 'Chet Frank', 'Hollywood movie star', 'conflict-free path', 'bossy wife', 'LAPD cop', 'Alice Braga', 'martial artist', 'Mike Terry', 'jujitsu master', 'Emily Mortimer', 'Max Martini', 'Los Angeles', 'motion-picture industry', 'young woman', 'unanticipated turn']"
"This rollicking comedy is Harold Lloyd 's second feature film and like the first, A Sailor-Made Man was originally conceived of as a short film. During the shooting, Lloyd and long-time collaborator Hal Roach insisted on continually developing his character and moving beyond pure gags into a real story. $100,000 and five reels later the film was ready to preview. Because the entire work was so funny and well-done, it was decided to leave it intact and market it as a feature film. Following the success of Grandma's Boy , Lloyd abandoned short films in favor of full length films. The story centers on Sonny, a flighty young boy who is required to join the rest of the men in his small town on a manhunt for a murderer. Totally frightened by the prospect of finding the killer, Sonny heads for the safety of his grandmother's home. She inspires the cowering youth with a stirring tale about her formerly timorous husband who went to a mysterious old witch for the courage to fight in the Civil War. The old wise woman gave him a magical Zuni charm which made Sonny's grandfather invincible. Armed with his amulet, the newly courageous grandfather rushed out to steal some important Yankee plans. The story enraptures the wide-eyed Sonny. Suddenly grandmother hands him the very amulet that made her husband a hero. Not realizing that the bauble is really only a handle from one of grandma's umbrella's, the emboldened Sonny charges off to single-handedly save the town from the fugitive villain.","['long-time collaborator Hal', 'Suddenly grandmother hands', 'feature film', 'flighty young boy', 'newly courageous grandfather', 'magical Zuni charm', 'mysterious old witch', 'important Yankee plans', 'old wise woman', 'wide-eyed Sonny', 'Sonny heads', 'Sonny charges', 'rollicking comedy', 'pure gags', 'Sailor-Made Man', 'short film', 'real story', 'timorous husband', 'fugitive villain', 'entire work', 'length films', 'small town', 'Civil War', 'Lloyd']"
"The hard work, dedication, and personal politics behind ""rah rah rah!"" and ""sis boom bah!"" go under the microscope in this engaging teen comedy. Torrance Shipman ( Kirsten Dunst ) discovers that being captain of her San Diego high school's six-time championship-winning cheerleading squad is more complicated than she had imagined. Torrance's parents want her to spend more time on her homework, her boyfriend wants her to spend more time with him, and she learns that the squad's former captain stole some of their best routines from other teams -- and that Isis ( Gabrielle Union ), captain of a top squad at a crosstown, inner-city high school, plans to fight back this year. To make things worse, when one of the cheerleaders is injured, Torrance is forced to replace her with Missy ( Eliza Dushku ), a cynical new kid who is involved only because the school doesn't offer gymnastics. In the midst of this chaos, with the national championship around the corner, Torrance couldn't have picked a worse time to fall in love with Cliff ( Jesse Bradford ), a classmate who cares a lot more about punk rock than school spirit. Dunst trained with a cheerleading squad for her role, though a double performed the more complicated stunts.","['rah rah rah', 'sis boom bah', 'engaging teen comedy', 'cheerleading squad', 'Diego high school', 'inner-city high school', 'cynical new kid', 'Torrance Shipman', 'Kirsten Dunst', 'complicated stunts', 'hard work', 'personal politics', 'Eliza Dushku', 'worse time', 'best routines', 'Jesse Bradford', 'national championship', 'punk rock', 'school spirit', 'captain']"
"Richard Dreyfuss put himself on the map with his performance in this movie about how ambition and greed can drive someone at the expense of his own happiness.  Duddy Kravitz ( Dreyfuss ) is an 18-year-old Jewish kid from Montreal whose mother is dead, and whose father drives a cab and does a little pimping on the side to pay the bills and send Duddy's older brother to medical school. Duddy has bigger dreams, and he does everything from producing films of bar mitzvahs to attempting to buy real estate to (unknowingly) smuggling heroin in order to strike it rich.  Along the way, however, he alienates his girlfriend, drives his grandfather to despair, loses all his friends, and even paralyzes his best employee, while making himself more and more miserable.  Duddy's desire to be a success is easy to understand, which makes this potentially unlikable character forgivable, and the film's gallery of details and characters adds realism and energy to the story.","['18-year-old Jewish kid', 'Duddy Kravitz', 'potentially unlikable character', 'Richard Dreyfuss', 'smuggling heroin']"
"John Lasseter , director of Pixar's movie phenomenon Toy Story , has set new standards in computer animation with this effort, another Disney-released children's epic entitled A Bug's Life . Blending classic Disney storytelling characters and the mysterious underground world of bugs, Lasseter has created a film that can be enjoyed by all audiences, and another franchise in the process. A Bug's Life is a computerized retelling of the Aesop fable The Ant and the Grasshopper, made as a cartoon-short by the one-and-only, Walt Disney , in the mid-'30s. However, A Bug's Life has modernized the story with many new twists and celebrity voices. The story focuses on a colony of ants who seasonally gather food for themselves and a wild gang of rowdy grasshoppers. When bumbling worker ant Flik ( David Foley ) destroys the food supply, the angry grasshoppers, lead by the maniacally warped Hopper ( Kevin Spacey ), threaten to kill the ants if they don't produce a new supply of food by the time they return -- an impossible feat. Flik leaves the anthill in search of help in the form of bigger bugs, and to wage war against the grasshoppers. What he doesn't know is he has actually discovered a group of down-on-their-luck traveling circus insects in need of a job. When the ants realize that their heroes are really circus performers (and the circus bugs realize these grasshoppers are really big and mean), the situation goes from bad to worse. Ultimately, the ants use their large numbers to overcome the grasshoppers.","['movie phenomenon Toy', 'Disney storytelling characters', 'mysterious underground world', 'rowdy grasshoppers', 'maniacally warped Hopper', 'worker ant Flik', 'down-on-their-luck traveling circus', 'angry grasshoppers', 'John Lasseter', 'circus bugs', 'bigger bugs', 'ants', 'Disney-released children', 'new standards', 'computerized retelling', 'Walt Disney', 'new twists', 'impossible feat', 'circus performers', 'celebrity voices', 'wild gang', 'food supply', 'new supply', 'large numbers', 'Life']"
"This mammoth musical is at base the story of two sailors on leave in Hollywood. Brash Joseph Brady ( Gene Kelly ) has promised his shy pal Clarence Doolittle ( Frank Sinatra ) that he will introduce Clarence to all the glamorous movie starlets whom he allegedly knows so well. Actually, the only actress whom Joseph meets is bit player Susan Abbott ( Kathryn Grayson ). He arranges for the golden-throated Susan to be auditioned by musician José Iturbi , but when she seems to want to return the favor romantically, Brady tries to foist the girl off on Clarence. But Clarence only has eyes for a fellow Brooklynite ( Pamela Britton ). Also involved in the plot machinations is runaway orphan Donald Martin ( Dean Stockwell ). Featuring Kelly dancing with such partners as a cartoon mouse (courtesy of MGM's house animators Bill Hanna and Joseph Barbera ), Anchors Aweigh was a huge hit in 1945, assuring audiences future Gene Kelly / Frank Sinatra teamings.","['pal Clarence Doolittle', 'Brash Joseph Brady', 'glamorous movie starlets', 'Gene Kelly', 'Frank Sinatra', 'future Gene Kelly', 'Frank Sinatra teamings', 'musician Jos\xc3\xa9 Iturbi', 'Anchors Aweigh', 'Kathryn Grayson']"
"This biopic from writer/director Matt Brown details the extraordinary life of renowned Indian mathematician Srinivasa Ramanujan (Dev Patel), who travels to England in 1913 to study at Cambridge. He faces prejudice there from many of his colleagues, but he also bonds with a professor named G.H. Hardy (Jeremy Irons). In time, Ramanujan authors a number of pioneering equations.","['mathematician Srinivasa Ramanujan', 'writer/director Matt Brown', 'Dev Patel', 'extraordinary life', 'Jeremy Irons']"
"A ""Hobson's Choice,"" as any slang expert will tell you, is no choice at all. In this 1953 filmization of Harold Brighouse's 1915 play Hobson's Choice, hero John Mills finds after several reels of evidence to the contrary that he does have a choice over how he'll conduct his life after all. Mills is the assistant to domineering boot-shop owner Charles Laughton , who lords it over his employees and three daughters by day, then tumbles through the streets on many a drunken evening. Laughton's ""old-maid"" daughter Brenda DeBanzie breaks free of her father's tyranny, marries Mills, and together with her new husband sets up a rival boot shop when Laughton refuses her a dowry. Father rants and raves, but finally agrees to a merger with his daughter that will assure Mills a large measure of freedom over managing things. The winner of the British Film Institute ""Best Film"" award of 1954, Hobson's Choice chalked up another international success for director David Lean .","['owner Charles Laughton', 'daughter Brenda DeBanzie', 'rival boot shop', 'director David Lean', 'British Film Institute', 'play Hobson', 'choice', 'Harold Brighouse', 'slang expert', 'drunken evening', 'Father rants', 'John Mills', 'new husband', 'large measure']"
"This dark drama from the Netherlands won the 1998 Academy Award for Best Foreign Language Film. Dreverhaven ( Jan Decleir ), the most ruthless and intimidating bailiff in Rotterdam, is brutally murdered, and a young attorney, Katadreuffe ( Fedja Van Huet ), is arrested in connection with the crime. Under questioning, the angry young lawyer reveals a hidden motive for the killing -- he is Dreverhaven's illegitimate son. Katadreuffe's mother, Joba ( Betty Schuurman ) had an affair with Dreverhaven but refused to marry him, preferring to raise her son on her own, despite her difficult economic circumstances. Eventually, Joba takes in a boarder, Jan Maan ( Hans Kesting ), and Jan becomes something of a father figure to the boy, urging him to improve himself and pursue new opportunities in business. As a young man, Katadreuffe takes Jan's advice to heart and obtains a bank loan to open a cigar shop. The shop soon fails, and Katadreuffe must negotiate terms with the bank to pay off his debt. The young man discovers that the bank is managed by Dreverhaven and learns that his father has no desire to help him. While obtaining legal advice on his problems with the bank, Katadreuffe becomes interested in the study of law, and after a great deal of struggle, he makes his way through law school and obtains a low-level position with a prominent legal firm. However, his father often appears along the way, berating Katadreuffe and convincing him that he's doomed for failure, until the young man becomes convinced that Dreverhaven controls his entire life and wants nothing more than to destroy him. Karakter was based on a novel by Ferdinand Bordewijk that was a major bestseller in the Netherlands.","['young man', 'Fedja Van Huet', 'Best Foreign Language', 'angry young lawyer', 'difficult economic circumstances', 'prominent legal firm', 'Jan Decleir', 'Jan Maan', 'Katadreuffe', 'Academy Award', 'young attorney', 'dark drama', 'illegitimate son', 'hidden motive', 'father figure', 'Betty Schuurman', 'Hans Kesting', 'new opportunities', 'major bestseller', 'cigar shop', 'Dreverhaven', 'Ferdinand Bordewijk', 'bank loan', 'low-level position', 'entire life', 'great deal', 'law school', 'legal advice']"
"Even taking into consideration such worthy candidates as Safety Last and The Freshman , many Harold Lloyd fans regard The Kid Brother as his finest film. A humorous variation on Tol'able David , the film stars Lloyd as Harold Hickory, the youngest member of the rural Hickory family. Though out-muscled by his sheriff father ( Walter James ) and brawny brothers ( Olin Francis , Leo Willis ), Harold is the cleverest of the Hickorys, industriously figuring out all sorts of clever devices to streamline his housekeeping chores. Still, his father and brothers treat him as the baby of the family, leaving him to mind the farm while they head for a town meeting. In his dad's absence, however, Harold is deputized to deliver a ""cease and desist"" summons to a travelling carnival which has pitched camp nearby. Upon arriving at the carnival, Harold discovers that its owner is the lovely Mary Powers ( Jobyna Ralston ), whom he'd met the day before. A fire breaks out in the tent, leaving Mary homeless, but Harold invites her to stay the night at his farm -- making certain that his roughneck brothers observe the proper social amenities. The next day, it is discovered that the money for an important dam project, left in the care of Harold's father, has been stolen. The elder Hickory is held responsible, but the real culprit is brutish carnival strongman Sandoni ( Constantin Romanoff ). Through a chain of incredible coincidences, Harold finds himself facing Sandoni on board a derelict boat. For a while, it looks as though Sandoni is going to mop the deck with Harold, but our hero gains the upper hand when he finds out that his behemoth opponent can't swim! Just as his father is about to be lynched by the angry mob, Harold delivers the unconscious Sandoni to the doorstep of the jail. Proudly, Harold's father declares ""Son, you're a true Hickory!"" -- but the story isn't quite over yet, since Harold still has to propose to Mary, and to clean the clock of the local bully who's been annoying him all through the picture. Beautifully photographed and expertly directed ( Lewis Milestone , though uncredited, helmed many of the important scenes), The Kid Brother is everything a good silent comedy should be, and an enduring testament to the brilliance of Harold Lloyd . Best bit: That eye-popping crane shot as Harold shinnies up a tree to bid several fond farewells to the departing Mary.","['Harold', 'Harold Lloyd fans', 'Harold Hickory', 'rural Hickory family', 'brutish carnival strongman', 'Kid Brother', 'lovely Mary Powers', 'important dam project', 'proper social amenities', 'good silent comedy', 'elder Hickory', 'brawny brothers', 'true Hickory', 'worthy candidates', 'youngest member', 'housekeeping chores', 'humorous variation', ""Tol'able David"", 'father', 'Constantin Romanoff', 'finest film', 'Olin Francis', 'clever devices', 'roughneck brothers', 'fond farewells', 'Jobyna Ralston', 'real culprit']"
"Dorothy Dandridge was a singer, nightclub entertainer, and actress who became the first African-American woman to receive an Academy award nomination as Best Actress (for her standout performance in 1954's Carmen Jones ; she lost to Grace Kelly ). However, despite her striking beauty and obvious talent, Dandridge was a sexy, glamorous black femme fatale at a time when Hollywood pin-up queens were supposed to be giggly blondes. The film industry didn't know what to do with her, and while her nightclub act was a bit too smooth for the Southern roadhouse circuit, as a black performer she wasn't allowed to stay in many of the hotels and resorts where she performed. Dandridge also had a sad personal life, filled with tragedy and romantic disappointment, and she died of an overdose of pills in 1965, at the age of 41. This made-for-cable biographical drama stars Halle Berry as Dorothy Dandridge , supported by Brent Spiner , Obba Babatunde , and Klaus Maria Brandauer .","['Dorothy Dandridge', 'glamorous black femme', 'Academy award nomination', 'Hollywood pin-up queens', 'Southern roadhouse circuit', 'stars Halle Berry', 'Klaus Maria Brandauer', 'sad personal life', 'nightclub entertainer', 'giggly blondes', 'standout performance', 'nightclub act', 'Carmen Jones', 'Obba Babatunde', 'African-American woman', 'obvious talent', 'Brent Spiner', 'striking beauty', 'romantic disappointment', 'Grace Kelly', 'Best Actress', 'film industry']"
"Although some purists hold out for Duck Soup (1933), many Marx Brothers fans consider A Night at the Opera the team's best film. Immediately after the credits roll, we are introduced to Groucho Marx as penny-ante promoter Otis B. Driftwood. After a sumptuous dinner with a beautiful blonde at a fancy Milan restaurant, Driftwood tries to cadge another free meal from his wealthy patroness, Mrs. Claypool ( Margaret Dumont ). The dignified dowager complains that Driftwood had promised to get her into high society, but has done nothing so far. Otis B. counters by introducing Mrs. C to pompous opera entrepreneur Gottleib ( Sig Rumann ); all Mrs. Claypool has to do is invest several hundred thousand dollars in Gottleib's opera company, and her entree into society is in the bag. Contingent upon this plan is Driftwood's signing of Rodolfo Lassparri ( Walter Woolf King ), a self-important tenor. Backstage at the opera, Driftwood meets Fiorello ( Chico Marx ), who poses as a manager and offers to sell Driftwood the ""world's greatest tenor""-not Lassparri, as Driftwood assumes, but Fiorello's pal Ricardo Baroni ( Allan Jones ). Instantly the two sharpsters try to draw up a contract (""The party of the first part shall hereafter be known as the party of the first part...""), which they proceed to tear up piece by piece whenever coming across a clause that displeases them (Driftwood: ""That's a sanity clause""; Fiorello: ""You no foola me. There ain't no Sanity Claus""). Having lost Lassparri to Gottleib, Driftwood sails back to America with Mrs. Claypool and the opera company. Gottleib arranges for Driftwood to get the tiniest, least accessible stateroom on the ship. Unpacking his trunk, Driftwood discovers that he's got to share his postage-stamp quarters with Ricardo Baroni, who has stowed away because he's in love with the opera troupe's leading lady Rosa ( Kitty Carlisle ). Also hiding out in Driftwood's trunk is Fiorello, who's come along because he's still Ricardo's manager, and the wacky Tomasso ( Harpo Marx ), Lassparri's former dresser, who has come along for the hell of it. Anxious to arrange a tete-a-tete with Mrs. Claypool in his stateroom, Otis finds out that his unwelcome guests won't leave until they're fed (""Do you have any stewed prunes? Well, give them some black coffee, that'll sober 'em up""). After ordering a huge dinner, Otis and his new friends are crowded even farther by a steady stream of intruders, including an engineer and his assistant, a cleaning lady, a manicurist, a girl looking for her Aunt Minnie, and a dozen waiters. The celebrated ""stateroom scene"" comes to a rollicking conclusion when Mrs. Claypool has the misfortune of opening the door. On the last night of the voyage, Fiorello, Tomasso and Ricardo sneak out of their stateroom to enjoy an impromptu ethnic festival in steerage. Ricardo sings, Fiorello ""shoots the keys"" on the piano, and Tomasso plays the film's theme song Alone on the harp. The stowaways are caught and thrown in the brig, but with Driftwood's help they escape. To avoid recapture, the stowaways don heavy beards and pose as three famed Russian aviators. After making a shambles of a public reception, the three reprobates hide out in Driftwood's New York apartment, where everyone conspires to drive an investigating detective ( Robert Emmet O'Connor ) crazy. Driftwood is fired from the opera company for associating with the stowaways, while Rosa is dismissed for refusing Lassparri's affections. In order to restore Rosa's job and put the deserving Ricardo in Lassparri's place during the opening performance of La Traviata ,  Driftwood, Fiorello and Tomasso concoct a scheme that will reduce the opera to comic chaos. The actual night at the opera in A Night at the Opera must be seen to be believed, but the spirit of the scene can be summed up by Gottleib's anguished cry ""A battleship in Il Trovatore !"" Opera was the Marx Brothers ' first film for MGM, and they dearly coveted a hit after the disappointing box-office showing of their final Paramount films. With the blessing of MGM production chief Irving Thalberg , the Marx es went on the road with their brilliant writing staff (including George S. Kaufman , Morrie Ryskind and Al Boasberg ) to test their comedy material before live audiences. As a result of this careful preplanning, Night at the Opera was a smash-hit gigglefest, grossing over $3 million and putting the Marx es back on top in the hearts and minds of filmgoers everywhere.","['Driftwood', 'Mrs. Claypool', 'Otis B. Driftwood', 'opera company', 'Marx Brothers fans', 'Ricardo Baroni']"
"Based on a true story, Chariots of Fire is the internationally acclaimed Oscar-winning drama of two very different men who compete as runners in the 1924 Paris Olympics. Eric Liddell ( Ian Charleson ), a serious Christian Scotsman, believes that he has to succeed as a testament to his undying religious faith. Harold Abrahams ( Ben Cross ), is a Jewish Englishman who wants desperately to be accepted and prove to the world that Jews are not inferior. The film crosscuts between each man's life as he trains for the competition, fueled by these very different desires. As compelling as the racing scenes are, it's really the depth of the two main characters that touches the viewer, as they forcefully drive home the theme that victory attained through devotion, commitment, integrity, and sacrifice is the most admirable feat that one can achieve. ( Ian Holm was nominated for an Oscar as Best Supporting Actor in his role as Abrahams' coach), and this powerful film ended up with four Academy Awards: Best Picture, Best Original Screenplay, Best Costume Design, and Best Original Score.","['acclaimed Oscar-winning drama', 'undying religious faith', 'Best Original Screenplay', 'Best Supporting Actor', 'Best Costume Design', 'Best Original Score', 'Ian Charleson', 'Eric Liddell', 'admirable feat', 'Ian Holm', 'Paris Olympics', 'Christian Scotsman', 'Jewish Englishman', 'true story', 'different men', 'different desires', 'Ben Cross', 'Best Picture', 'film crosscuts', 'racing scenes', 'main characters', 'powerful film', 'Academy Awards']"
